X,Y
1.5436031789686246,-1.3250324422207191
1.5436031785865918,-1.3250336125530557
1.5436031961290766,-1.3250347379400562
1.543603195747303,-1.3250359084014287
1.5436031774706223,-1.325037033901691
1.543603177089097,-1.3250382044921158
1.5436031946320936,-1.3250393301272856
1.5436031942508281,-1.325040500846772
1.5436031759746123,-1.3250416265952372
1.543603175593595,-1.325042797443802
1.543603193137103,-1.32504392332719
1.5436031927563458,-1.3250450943048422
1.5436031744805947,-1.325046220301561
1.5436031741000857,-1.3250473914083167
1.5436031916441058,-1.325048517539973
1.5436031912638568,-1.3250496887758416
1.5436031729885715,-1.325050815020864
1.5436031726085706,-1.3250519863858623
1.5436031901531027,-1.3250531127658367
1.5436031897733618,-1.3250542842599742
1.5436031714985419,-1.3250554107533485
1.5436031711190497,-1.3250565823766416
1.5436031886640937,-1.3250577090049847
1.5436031882848615,-1.3250588807574433
1.5444045742218417,-1.3248466181292156
1.5460405311460361,-1.3243951572349328
1.5476775520724455,-1.3239205584645632
1.549315176521532,-1.323422818753939
1.5509529439716747,-1.3229019442442331
1.5525903940350942,-1.3223579502717133
1.5542270666334068,-1.321790861354208
1.5558625021727506,-1.321200711174328
1.557496241718439,-1.320587542559432
1.5591278271690987,-1.319951407458372
1.5607559189344007,-1.3192923880157987
1.562326397746284,-1.3186118547770724
1.5684935371246702,-1.3137982672312136
1.5764765075242035,-1.3071191134976181
1.5843113361378338,-1.3002679632441712
1.5919945394007233,-1.2932479027305819
1.5999242649227714,-1.2864627508407087
1.6078026482680807,-1.2796034843184558
1.6155292504043388,-1.2725744720679766
1.6230826798215678,-1.2654041517505732
1.630913066972352,-1.258496662475187
1.6386489122919123,-1.2514762139803264
1.6462291588368434,-1.2442887236869027
1.6536504175596494,-1.2369373841422053
1.6613860614381133,-1.2298773706213841
1.6689953450296846,-1.2226782133957455
1.6764453620073312,-1.2153145651142236
1.6837404605361568,-1.2077968330314182
1.6912576749546941,-1.2004739748534354
1.6986130841392808,-1.1929884840219265
1.7058033903557859,-1.1853436845549707
1.7128625530581991,-1.1776027140022343
1.720115835408476,-1.1702710424092213
1.7272379476364443,-1.1628114957086837
1.7342267806000187,-1.1552262556735642
1.7411193098051907,-1.1476475302836764
1.748072092770271,-1.140508569155501
1.7549491918335114,-1.1332963934139422
1.7617498857244147,-1.126011746016891
1.7685144340517092,-1.1187960164330286
1.7753365085992976,-1.1119036076528699
1.7821229282325488,-1.1049760032997085
1.7888735220022027,-1.0980133723848873
1.795616006103512,-1.0911158366872418
1.8023877389500504,-1.0843800211316095
1.8091443675467127,-1.0776290359076899
1.8158858593007698,-1.0708629112784345
1.822629183188079,-1.0641443626999991
1.8293869994844714,-1.0575004869937155
1.836139781020678,-1.0508514912496083
1.8428875238143643,-1.0441973787373717
1.8496395351078276,-1.0375731489921758
1.8563997813936692,-1.0309838443164066
1.8631598091542334,-1.0243943139171634
1.8699196184146154,-1.0178045576501489
1.8766847496705394,-1.0112356407912209
1.883455790919879,-1.0046844650127948
1.8902290679093172,-0.9981355966583213
1.8970045800311364,-0.9915890366034142
1.9037858517371362,-0.9850582869087913
1.9105722225092738,-0.9785377505965643
1.9173621489737753,-0.9720209094043593
1.9241556294729567,-0.9655077654106635
1.9309553815557383,-0.9590088273552803
1.9377604102071162,-0.9525180254113939
1.9445698988308124,-0.9460318909740186
1.9513838447546823,-0.9395504272022936
1.9582036487876384,-0.9330791084254815
1.9650285937896337,-0.9266140529427411
1.9718584133492436,-0.9201541320647492
1.9786931042327975,-0.9136993495962884
1.985533742740503,-0.9072539532993924
1.9923796480958456,-0.9008144701285449
1.9992307139898513,-0.8943804586576279
2.00608693667618,-0.8879519230522123
2.0129498348316535,-0.8815349194784647
2.0198183346588157,-0.8751240698029211
2.0266923775412335,-0.868719140304206
2.033572003123303,-0.8623203305063825
2.0404579803577847,-0.8559306897950617
2.0473497023149503,-0.849547218261494
2.054247164209103,-0.8431699211237713
2.0611504937238836,-0.8367993959814194
2.0680605436693607,-0.8304389531038084
2.0749765972066863,-0.8240850061779845
2.0818986491080027,-0.8177375609245122
2.08882673397206,-0.8113968036185553
2.095761004991512,-0.805063338664283
2.1027013174844584,-0.798736457886722
2.1096476661047836,-0.7924161669920674
2.116600280658545,-0.786103552146014
2.123559701755971,-0.7798005719676707
2.130525392597572,-0.7735044786631199
2.137497347251297,-0.767215278499116
2.144475827566248,-0.7609342235780123
2.1514612014725554,-0.7546625278408166
