Time_sec,X,Y
0.0,1.5436031753298896,-1.3250436080698198
0.0,1.5436031749490917,-1.3250447790297541
0.049000000000205546,1.5436031924928204,-1.3250459050202323
0.10000000000013642,1.5436031921122824,-1.325047076109266
0.1510000000000673,1.5436031738367322,-1.32504820221309
0.20199999999999818,1.5436031734564426,-1.3250493734312376
0.25300000000015643,1.5436031910006835,-1.3250504996700057
0.3040000000000873,1.5436031906206535,-1.3250516710172784
0.3550000000000182,1.543603172345569,-1.325052797369427
0.40600000000017644,1.5436031719657874,-1.3250539688458403
0.4570000000001073,1.5436031895105402,-1.325055095332947
0.5080000000000382,1.543603189131019,-1.3250562669385109
0.5590000000001965,1.5436031708564002,-1.325057393539034
0.6100000000001273,1.5436031704771271,-1.3250585652737648
0.6610000000000582,1.5440198459702719,-1.3249494588599322
0.7120000000002165,1.5456554880880375,-1.3245034416347923
0.7630000000001473,1.547292302549332,-1.3240342885436671
0.8140000000000782,1.5489298289090991,-1.3235419943549322
0.8650000000000091,1.550567606638753,-1.3230265630442544
0.9160000000001673,1.552205175302178,-1.3224880077851213
0.9670000000000982,1.5538420747313766,-1.321926350936085
1.018000000000029,1.5554778452017006,-1.3213416240247384
1.0690000000001874,1.5571120276066264,-1.3207338677284444
1.1200000000001182,1.5587441636320083,-1.3201031318518492
1.1720000000000255,1.5603737959297899,-1.3194494753011734
1.2220000000002074,1.561964955955488,-1.3187738235294826
1.2730000000001382,1.5668388314956778,-1.315100355494376
1.3240000000000691,1.574823500218173,-1.3084274120836719
1.3760000000002037,1.5826601523648662,-1.3015824320288425
1.4260000000001583,1.590345303658487,-1.2945684988785655
1.4770000000000891,1.598172251647278,-1.2876837580045204
1.52800000000002,1.606056705376619,-1.2808346645846747
1.5790000000001783,1.6137895833366251,-1.2738156947132673
1.6300000000001091,1.6213528723724226,-1.266650504541066
1.68100000000004,1.6290844375044602,-1.2596491675074213
1.7320000000001983,1.6368278695331815,-1.2526396974470266
1.7830000000001291,1.644415928091336,-1.2454630328846465
1.83400000000006,1.6518452209263732,-1.2381223615592953
1.887000000000171,1.659480974141263,-1.23096941281984
1.9370000000001255,1.6670992046599122,-1.2237818685063744
1.98700000000008,1.674558406336633,-1.2164296518531745
2.038000000000011,1.6818552392435957,-1.2089160280220375
2.089000000000169,1.6894126944001107,-1.2016384280301409
2.1400000000001,1.6969142067303897,-1.194292423375563
2.191000000000031,1.7042534367015072,-1.186784100453929
2.242000000000189,1.7114270930774842,-1.1791167933010671
2.29300000000012,1.718725103884604,-1.1719043779065104
2.344000000000051,1.7259359538441335,-1.1646391445774917
2.395000000000209,1.7330287002788882,-1.1572582489638141
2.44600000000014,1.7400016074544826,-1.1497634741853948
2.497000000000071,1.747036781192414,-1.1427486685107644
2.548000000000002,1.7540059650530566,-1.135676372554815
2.59900000000016,1.7609053741305176,-1.1285357891164387
2.650000000000091,1.7677377296849222,-1.1213396407167457
2.701000000000022,1.7745944344653863,-1.114383879463415
2.75200000000018,1.7814054294933501,-1.107383228287538
2.803000000000111,1.7881704388362547,-1.1003379634357755
2.854000000000042,1.794899902622874,-1.0932869863734531
2.9050000000002,1.8016774033418597,-1.0864943587441185
2.956000000000131,1.8084336788635749,-1.079680581053442
3.007000000000062,1.815168666434961,-1.0728457133006248
3.0590000000001965,1.8218935005546184,-1.066031299306768
3.109000000000151,1.8286460473815873,-1.0593548266052866
3.160000000000082,1.8353909942883615,-1.0526706695646295
3.2110000000000127,1.8421283326887525,-1.0459788356070328
3.262000000000171,1.8488655040844804,-1.0393075644919123
3.313000000000102,1.8556171991174792,-1.032700663107987
3.367000000000189,1.8623678633779128,-1.0260927069981933
3.415000000000191,1.8691174966295876,-1.0194836961851599
3.466000000000122,1.8758701181801172,-1.0128891477609017
3.5170000000000528,1.8826318288921968,-1.0063267154017306
3.5700000000001637,1.889395629850982,-0.999766433957444
3.619000000000142,1.896161520556028,-0.993208304221146
3.6700000000000728,1.9029323628600254,-0.9866634795663256
3.7210000000000036,1.909710287499053,-0.9801367820003981
3.772000000000162,1.9164920046626794,-0.9736140179768081
3.8230000000000928,1.9232775124548716,-0.9670951897732288
3.8740000000000236,1.930068408360372,-0.9605865806319481
